case_name,CASE_02
case_title,SSTL-MICRO with MultiScape200 (external 400 Wh EPS)
platform_id,PLT-017
payload_id,PAY-005
battery_id,BAT-020
solar_array_id,SOL-017
feasibility_status,Feasible: No
mission_feasibility_status,Failed - Battery SoC dropped below min limit (73.0%) during cycle execution
failed_checks,Battery SoC dropped below min limit (73.0%) during cycle execution
missing_parameters,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.pointing_accuracy_deg; payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w
total_dry_mass_kg,56.42
initial_wet_mass_kg,66.42
final_spacecraft_mass_kg,64.16051281530066
propellant_consumed_kg,2.259487184716519
remaining_propellant_kg,7.740512815283477
total_thruster_operating_time_s,4431600.0
total_thruster_cycles,1231
simulated_thruster_duty_cycle_pct,10.482006792043606
minimum_altitude_km,259.0935550198858
maximum_altitude_km,339.26550825256174
mean_altitude_km,293.24884632167647
minimum_battery_soc,0.0
termination_reason,End of Simulation
