case_name,CASE_05
case_title,The Frame with MultiScape200 (integrated 1100 Wh EPS)
platform_id,PLT-033
payload_id,PAY-005
battery_id,Integrated
solar_array_id,Integrated
feasibility_status,Feasible
mission_feasibility_status,Success
failed_checks,None
missing_parameters,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg
total_dry_mass_kg,124.11
initial_wet_mass_kg,144.11
final_spacecraft_mass_kg,137.50127289314318
propellant_consumed_kg,6.608727107034922
remaining_propellant_kg,13.39127289296049
total_thruster_operating_time_s,24627600.0
total_thruster_cycles,28
simulated_thruster_duty_cycle_pct,19.52284466767501
minimum_altitude_km,256.14565702540256
maximum_altitude_km,334.1557680819168
mean_altitude_km,292.43911164090576
minimum_battery_soc,0.8127272727272727
termination_reason,End of Simulation
