case_name,CASE_04
case_title,The Frame with HyperScape100 (integrated 1100 Wh EPS)
platform_id,PLT-033
payload_id,PAY-003
battery_id,Integrated
solar_array_id,Integrated
feasibility_status,Feasible
mission_feasibility_status,Success
failed_checks,None
missing_parameters,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg
total_dry_mass_kg,113.06
initial_wet_mass_kg,128.06
final_spacecraft_mass_kg,126.40902578190068
propellant_consumed_kg,1.6509742180855842
remaining_propellant_kg,13.349025781913387
total_thruster_operating_time_s,6152400.0
total_thruster_cycles,12
simulated_thruster_duty_cycle_pct,4.877143917125653
minimum_altitude_km,319.1282988563205
maximum_altitude_km,402.6356570486529
mean_altitude_km,350.59101249258094
minimum_battery_soc,0.8126555023923445
termination_reason,End of Simulation
