case_name,CASE_01
case_title,16U CubeSat with HyperScape100
platform_id,PLT-007
payload_id,PAY-003
battery_id,BAT-017
solar_array_id,SOL-015
feasibility_status,Feasible: No
mission_feasibility_status,Failed - Simulation Exception
failed_checks,Battery SoC dropped below min limit (70.0%) during cycle execution
missing_parameters,platform.peak_payload_power_w; platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.pointing_accuracy_deg; payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.voltage_v; battery.max_discharge_power_w; battery.max_continuous_power_w; battery.max_charge_power_w
total_dry_mass_kg,16.885
initial_wet_mass_kg,21.885
final_spacecraft_mass_kg,21.884833137346956
propellant_consumed_kg,0.00016686265303275189
remaining_propellant_kg,4.999833137346966
total_thruster_operating_time_s,10800.0
total_thruster_cycles,3
simulated_thruster_duty_cycle_pct,14.903846153846153
minimum_altitude_km,122.3678443602831
maximum_altitude_km,270.1809727579827
mean_altitude_km,233.80451909328076
minimum_battery_soc,0.12760832004253
termination_reason,Simulation Exception
