case_name,CASE_04
case_title,The Frame with HyperScape100 (integrated 1100 Wh EPS)
platform_id,PLT-033
payload_id,PAY-003
battery_id,Integrated
solar_array_id,Integrated
feasibility_status,Feasible: No
mission_feasibility_status,Failed - Simulation Exception
failed_checks,Battery SoC dropped below min limit (73.0%) during cycle execution
missing_parameters,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg
total_dry_mass_kg,113.06
initial_wet_mass_kg,128.06
final_spacecraft_mass_kg,126.61455226810472
propellant_consumed_kg,1.4454477318962244
remaining_propellant_kg,13.554552268104104
total_thruster_operating_time_s,1814400.0
total_thruster_cycles,504
simulated_thruster_duty_cycle_pct,52.12876427829699
minimum_altitude_km,128.72861524811304
maximum_altitude_km,271.2884955554773
mean_altitude_km,228.74738160712212
minimum_battery_soc,0.43533468899521527
termination_reason,Simulation Exception
