case_name,CASE_04
case_title,The Frame with HyperScape100 (integrated 1100 Wh EPS)
platform_id,PLT-033
payload_id,PAY-003
battery_id,Integrated
solar_array_id,Integrated
feasibility_status,Feasible: No
mission_feasibility_status,Failed - Battery SoC dropped below min limit (73.0%) during cycle execution
failed_checks,Battery SoC dropped below min limit (73.0%) during cycle execution
missing_parameters,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg
total_dry_mass_kg,121.26
initial_wet_mass_kg,136.26
final_spacecraft_mass_kg,135.15475312866704
propellant_consumed_kg,1.1052468713341692
remaining_propellant_kg,13.894753128665847
total_thruster_operating_time_s,136800.0
total_thruster_cycles,38
simulated_thruster_duty_cycle_pct,0.3053565822893182
minimum_altitude_km,319.03022678502094
maximum_altitude_km,409.88385698033943
mean_altitude_km,356.9426096027605
minimum_battery_soc,0.0
termination_reason,End of Simulation
