case_name,CASE_05
case_title,The Frame with MultiScape200 (integrated 1100 Wh EPS)
platform_id,PLT-033
payload_id,PAY-005
battery_id,Integrated
solar_array_id,Integrated
feasibility_status,Feasible: No
mission_feasibility_status,Failed - Battery SoC dropped below min limit (73.0%) during cycle execution
failed_checks,Battery SoC dropped below min limit (73.0%) during cycle execution
missing_parameters,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg
total_dry_mass_kg,132.31
initial_wet_mass_kg,152.31
final_spacecraft_mass_kg,147.68541440678842
propellant_consumed_kg,4.6245855932140145
remaining_propellant_kg,15.375414406786046
total_thruster_operating_time_s,572400.0
total_thruster_cycles,159
simulated_thruster_duty_cycle_pct,1.2670871265089467
minimum_altitude_km,258.9796685472181
maximum_altitude_km,346.69130075405184
mean_altitude_km,296.26620914396983
minimum_battery_soc,0.0
termination_reason,End of Simulation
