case_name,CASE_07
case_title,MOOG Meteorite with Raptor (external 800 Wh EPS)
platform_id,PLT-042
payload_id,PAY-012
battery_id,BAT-021
solar_array_id,SOL-018
feasibility_status,Feasible: No
mission_feasibility_status,Failed - Battery SoC dropped below min limit (73.0%) during cycle execution
failed_checks,Battery SoC dropped below min limit (73.0%) during cycle execution
missing_parameters,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.payload_volume_l; payload.envelope_volume_l; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w
total_dry_mass_kg,211.42000000000002
initial_wet_mass_kg,241.42000000000002
final_spacecraft_mass_kg,234.86959797688627
propellant_consumed_kg,6.550402023117087
remaining_propellant_kg,23.449597976880412
total_thruster_operating_time_s,8222400.0
total_thruster_cycles,2284
simulated_thruster_duty_cycle_pct,14.919665534659398
minimum_altitude_km,258.94343415978886
maximum_altitude_km,334.16310415009906
mean_altitude_km,292.5931809699657
minimum_battery_soc,0.0
termination_reason,End of Simulation
