case_name,CASE_08
case_title,MOOG Meteorite with SAR-C (external 1200 Wh EPS)
platform_id,PLT-042
payload_id,PAY-015
battery_id,BAT-022
solar_array_id,SOL-019
feasibility_status,Feasible: No
mission_feasibility_status,Failed - Payload active power (250.0 W) exceeds platform avg payload power (150.0 W); Payload peak power (4000.0 W) exceeds platform peak payload power (2000.0 W); Payload peak power (4000.0 W) exceeds battery max continuous power (2073.6 W)
failed_checks,Payload active power (250.0 W) exceeds platform avg payload power (150.0 W); Payload peak power (4000.0 W) exceeds platform peak payload power (2000.0 W); Payload peak power (4000.0 W) exceeds battery max continuous power (2073.6 W)
missing_parameters,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.payload_volume_l; payload.envelope_volume_l; payload.readout_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w
total_dry_mass_kg,336.5
initial_wet_mass_kg,366.5
final_spacecraft_mass_kg,363.3844986228466
propellant_consumed_kg,3.1155013770194744
remaining_propellant_kg,26.884498622978743
total_thruster_operating_time_s,11610000.0
total_thruster_cycles,8
simulated_thruster_duty_cycle_pct,9.20350446619674
minimum_altitude_km,319.0904982503339
maximum_altitude_km,405.6132912068979
mean_altitude_km,350.471714436881
minimum_battery_soc,0.8070175438596491
termination_reason,End of Simulation
