case_name,CASE_05
case_title,The Frame with MultiScape200 (integrated 1100 Wh EPS)
platform_id,PLT-033
payload_id,PAY-005
battery_id,Integrated
solar_array_id,Integrated
feasibility_status,Feasible: No
mission_feasibility_status,Failed - Battery SoC dropped below min limit (73.0%) during cycle execution
failed_checks,Battery SoC dropped below min limit (73.0%) during cycle execution
missing_parameters,payload.readout_power_w; payload.peak_power_w; payload.pointing_requirements_deg; battery.mass_per_module_kg; battery.total_mass_kg; battery.max_charge_power_w; solar_array.mass_per_unit_kg; solar_array.total_mass_kg
total_dry_mass_kg,124.11
initial_wet_mass_kg,144.11
final_spacecraft_mass_kg,140.0480624372533
propellant_consumed_kg,4.061937562776328
remaining_propellant_kg,15.938062437223667
total_thruster_operating_time_s,7966800.0
total_thruster_cycles,327
simulated_thruster_duty_cycle_pct,7.151622385205901
minimum_altitude_km,259.3726530286548
maximum_altitude_km,336.60046799630265
mean_altitude_km,294.1039738598959
minimum_battery_soc,0.21135023923445062
termination_reason,End of Simulation
