case_name,CASE_07
case_title,MOOG Meteorite with Raptor (external 800 Wh EPS)
platform_id,PLT-042
payload_id,PAY-012
battery_id,BAT-021
solar_array_id,SOL-018
feasibility_status,Feasible: No
mission_feasibility_status,Failed - Simulation Exception
failed_checks,Battery SoC dropped below min limit (73.0%) during cycle execution
missing_parameters,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.payload_volume_l; payload.envelope_volume_l; payload.peak_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w
total_dry_mass_kg,211.42000000000002
initial_wet_mass_kg,241.42000000000002
final_spacecraft_mass_kg,241.289680267982
propellant_consumed_kg,0.13031973201857916
remaining_propellant_kg,29.86968026798142
total_thruster_operating_time_s,255600.0
total_thruster_cycles,17
simulated_thruster_duty_cycle_pct,23.86058981233244
minimum_altitude_km,114.72797937618161
maximum_altitude_km,271.65950666558695
mean_altitude_km,230.42108347834164
minimum_battery_soc,0.08664144736842076
termination_reason,Simulation Exception
