case_name,CASE_08
case_title,MOOG Meteorite with SAR-C (external 1200 Wh EPS)
platform_id,PLT-042
payload_id,PAY-015
battery_id,BAT-022
solar_array_id,SOL-019
feasibility_status,Feasible: No
mission_feasibility_status,Failed - Payload active power (250.0 W) exceeds platform avg payload power (150.0 W); Payload peak power (4000.0 W) exceeds platform peak payload power (2000.0 W); Payload peak power (4000.0 W) exceeds battery max continuous power (2073.6 W); Battery SoC dropped below min limit (73.0%) during cycle execution
failed_checks,Payload active power (250.0 W) exceeds platform avg payload power (150.0 W); Payload peak power (4000.0 W) exceeds platform peak payload power (2000.0 W); Payload peak power (4000.0 W) exceeds battery max continuous power (2073.6 W); Battery SoC dropped below min limit (73.0%) during cycle execution
missing_parameters,platform.battery_capacity_included_wh; platform.solar_array_power_included_w; platform.payload_volume_l; payload.envelope_volume_l; payload.readout_power_w; payload.pointing_requirements_deg; battery.max_charge_power_w
total_dry_mass_kg,336.5
initial_wet_mass_kg,366.5
final_spacecraft_mass_kg,364.59854792411664
propellant_consumed_kg,1.9014520758872977
remaining_propellant_kg,28.09854792411196
total_thruster_operating_time_s,2386800.0
total_thruster_cycles,259
simulated_thruster_duty_cycle_pct,2.9222910305071204
minimum_altitude_km,319.1530157439341
maximum_altitude_km,405.6132912068979
mean_altitude_km,351.2006789601348
minimum_battery_soc,0.02192982456140328
termination_reason,End of Simulation
